Tên sản phẩm,Số sao,Xuất xứ,Loại sản phẩm,Hệ thống phân phối,Từ khóa,Trang Web,Mô tả
Nấm bào ngư xám Hồng Ân,4,Lâm Đồng,Nấm bào ngư xám,"http://namgaco.com.vn/, kênh bán hàng truyền thống và thương mại điện tử","nấm bào ngư xám, OCOP Lâm Đồng, OCOP 4 sao, đặc sản Lâm Đồng, nấm Hồng Ân",http://namgaco.com.vn/ ,"Nấm bào ngư xám Hồng Ân có giá trị dinh dưỡng cao, được người tiêu dùng ưa chuộng. Sản phẩm đã được công nhận OCOP 4 sao của tỉnh Lâm Đồng."
Nấm linh chi Hồng Ân,4,Lâm Đồng,Nấm linh chi,"http://namgaco.com.vn/, các siêu thị, sàn thương mại điện tử","nấm linh chi Hồng Ân, OCOP Lâm Đồng, OCOP 4 sao, đặc sản Lâm Đồng, nấm Hồng Ân",http://namgaco.com.vn/ ,"Nấm linh chi Hồng Ân là một dược liệu quý giúp tăng cường sức khỏe cho người dùng, sản phẩm đã được cấp chứng nhận OCOP 4 sao của tỉnh Lâm Đồng."
Đậu cove Nhật cấp đông Dalat Agri Foods,4,Lâm Đồng,Rau củ cấp đông,,"đậu cove Nhật cấp đông, OCOP Lâm Đồng, OCOP 4 sao, đặc sản Lâm Đồng, rau củ Lâm Đồng, rau củ cấp đông, Dalat Agrifoods, Nông sản thực phẩm Lâm Đồng",http://dalatagrifoods.com,"Đậu cove Nhật có vị ngọt thanh, giòn và mọng nước, dồi dào sắt, kali, calci, mangan và magie. Đậu cove Nhật cấp đông Dalat Agri Foods được công nhận sản phẩm OCOP 4 sao của tỉnh Lâm Đồng."
Bắp ngọt Mỹ cấp đông Dalat Agri Foods,4,Lâm Đồng,Rau củ cấp đông,"http://dalatagrifoods.com, các siêu thị, sàn thương mại điện tử","bắp ngọt Mỹ cấp đông, OCOP Lâm Đồng, OCOP 4 sao, đặc sản Lâm Đồng, bắp ngọt Mỹ, rau củ Lâm Đồng, rau củ cấp đông, Dalat Agri Foods",http://dalatagrifoods.com,"Bắp ngọt Mỹ Dalat Agri Foods cấp đông có vị ngọt, nhiều nước, vị thơm đậm đà, đặc biệt còn có vị giòn rất hấp dẫn. Được tách hạt sẵn từ những trái ngô ngon và chất lượng, bắp ngọt Mỹ cấp đông tiện lợi mà vẫn giữ được hương vị tự nhiên. Đây là sản phẩm OCOP 4 sao của tỉnh Lâm Đồng."
Bí đỏ Nhật cấp đông Dalat Agri Foods,4,Lâm Đồng,Rau củ cấp đông,"http://dalatagrifoods.com, các siêu thị, sàn thương mại điện tử","bí đỏ Nhật cấp đông, OCOP Lâm Đồng, OCOP 4 sao, đặc sản Lâm Đồng, bí đỏ, rau củ Lâm Đồng, rau củ cấp đông, Dalat Agrifoods",http://dalatagrifoods.com,Bí đỏ Nhật trồng tại Đà Lạt có ruột vàng ngọt bùi. Bí đỏ Nhật cấp đông của Công ty Cổ phần Nông sản thực phẩm Lâm Đồng đã được công nhận sản phẩm OCOP 4 sao của tỉnh Lâm Đồng.
Khoai lang Nhật cấp đông Dalat Agri Foods,4,Lâm Đồng,Rau củ cấp đông,"http://dalatagrifoods.com, các siêu thị, sàn thương mại điện tử","khoai lang Nhật cấp đông, khoai lang, OCOP Lâm Đồng, OCOP 4 sao, đặc sản Lâm Đồng, rau củ Lâm Đồng, rau củ cấp đông, Dalat Agri Foods",http://dalatagrifoods.com,Khoai lang Nhật cấp đông là sản phẩm của Công ty Cổ phần Nông sản thực phẩm Lâm Đồng. Sản phẩm đã được cấp chứng nhận OCOP 4 sao của tỉnh Lâm Đồng ngày 10/1/2024.
Khoai tây cấp đông Dalat Agri Foods,4,Lâm Đồng,Rau củ cấp đông,"http://dalatagrifoods.com, các siêu thị, sàn thương mại điện tử","khoai tây cấp đông, khoai tây Đà Lạt, OCOP Lâm Đồng, OCOP 4 sao, đặc sản Lâm Đồng, rau củ cấp đông, rau củ Đà Lạt, Dalat Agri Foods",http://dalatagrifoods.com,"Khoai tây cấp đông Dalat Agri Foods là sản phẩm rau củ đông tiện lợi, giữ nguyên hương vị tự nhiên từ khoai tây tươi. Đây là sản phẩm OCOP 4 sao của tỉnh Lâm Đồng."
Bó xôi cấp đông Dalat Agri Foods,4,Lâm Đồng,Rau củ cấp đông,"http://dalatagrifoods.com, các siêu thị, sàn thương mại điện tử","rau bó xôi cấp đông, OCOP Lâm Đồng, OCOP 4 sao, đặc sản Lâm Đồng, rau củ Lâm Đồng, rau củ cấp đông, Dalat Agri Foods",http://dalatagrifoods.com,Bó xôi cấp đông Dalat Agri Foods là một sản phẩm của Công ty Cổ phần Nông sản thực phẩm Lâm Đồng và đã được công nhận OCOP 4 sao của tỉnh Lâm Đồng.
Chay nướng Tâm Đạo,3,TP. Hà Nội,Chay nướng,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","OCOP Hà Nội, OCOP 3 sao, món chay, chay sạch Chúc Hạnh, chay nướng Tâm Đạo",,"Trong cuộc sống hiện đại ngày nay, các món ăn chay đang trở thành xu hướng của các món ăn hiện đại của nhiều người tìm đến và thưởng thức. Chay nướng tâm đạo là sản phẩm của Cơ sở sản xuất chay sạch Chúc Hạnh là món chay an toàn, sạch, không hàn the, không chất bảo quản, không phẩm màu. Sản phẩm đã được cấp chứng nhận OCOP 3 sao của UBND thành phố Hà Nội."
Khô bò Tây Bắc TV,3,Lai Châu,Thịt bò khô,"https://taybac.tv/, kênh bán hàng truyền thống và thương mại điện tử","khô bò Tây Bắc TV, OCOP Lai Châu, OCOP 3 sao, đặc sản Lai Châu, thịt bò khô, Tây Bắc TV",https://taybac.tv/,"Khô bò Tây Bắc TV được làm từ thịt bò tươi ngon, mang vị cay ngọt đậm đà. Sản phẩm đã được cấp chứng nhận OCOP 3 sao của Ủy ban nhân dân tỉnh Lai Châu từ tháng 12/2022."
Chẩm chéo Tây Bắc TV,3,Lai Châu,Chẩm chéo,"https://taybac.tv/, TikTok, Shopee…","chẩm chéo Tây Bắc TV, OCOP Lai Châu, OCOP 3 sao, chẩm chéo, đặc sản Lai Châu, Tây Bắc TV",https://taybac.tv/,"Chẩm chéo Tây Bắc TV là thức chấm độc đáo nhưng đậm đà, hấp dẫn và mang nét đặc trưng rất riêng của đồng bào dân tộc Thái tỉnh Lai Châu. Sản phẩm đã được Ủy ban nhân dân tỉnh Lai Châu cấp chứng nhận OCOP 3 sao vào tháng 12/2022."
Thịt lợn gác bếp Tây Bắc TV,3,Lai Châu,Thịt lợn sấy,"https://taybac.tv/, TikTok, Shopee…","thịt lợn gác bếp, Tây Bắc TV, OCOP Lai Châu, OCOP 3 sao, đặc sản Lai Châu, thịt lợn sấy",https://taybac.tv/,"Thịt lợn bản gác bếp Tây Bắc TV được tẩm ướp các gia vị đặc trưng của núi rừng Tây Bắc, mang đậm phong vị ẩm thực của đồng bào dân tộc Thái. Món ăn này đã được công nhận là sản phẩm OCOP 3 sao của tỉnh Lai Châu vào tháng 12/2022."
Thịt trâu gác bếp Tây Bắc TV,3,Lai Châu,Thịt trâu sấy,"https://taybac.tv/, TikTok, Shopee…","thịt trâu gác bếp Tây Bắc TV, OCOP Lai Châu, OCOP 3 sao, Tây Bắc TV, thịt trâu sấy, đặc sản Lai Châu",https://taybac.tv/,"Thịt trâu gác bếp Tây Bắc TV được làm từ thịt trâu tươi ngon, ướp bằng những gia vị đặc biệt rồi đem sấy. Sản phẩm mang đậm hương vị ẩm thực Tây Bắc, hợp với khẩu vị của nhiều người và đã được Ủy ban nhân dân tỉnh Lai Châu cấp chứng nhận OCOP 3 sao vào tháng 12/2022."
Nước mắm Thu Hùng,3,Hà Tĩnh,,"Phân phối qua các đại lý, cửa hàng nông sản, các chợ trên địa bàn trong và ngoài tỉnh.","nước mắm, OCOP 3 sao, OCOP Hà Tĩnh",https://www.facebook.com/HaiSanThuHung.vn/,"Nước mắm Thu Hùng không chỉ nổi tiếng ở Hà Tĩnh mà còn được người tiêu dùng ở nhiều vùng miền trên cả nước yêu thích. Tính tự nhiên, hương vị mộc mạc nhưng sâu đậm tạo nên nét hấp dẫn khó cưỡng cho những người sành về ẩm thực và cho các bà nội trợ khó tính."
Nước uống Collagen sâm Ngọc Linh,4,Kon Tum,Nước uống collagen,"https://tumorong.com/, kênh bán hàng truyền thống và thương mại điện tử","sâm Ngọc Linh, nước uống collagen sâm Ngọc Linh, OCOP Kon Tum, OCOP 4 sao, sâm Ngọc Linh Tu Mơ Rông, sâm Ngọc Linh Tu Mơ Rông Kon Tum, nước uống collagen, đặc sản Kon Tum",https://tumorong.com/,"Nước uống Collagen sâm Ngọc Linh được kết hợp giữa “quốc bảo” sâm Ngọc Linh với collagen peptide, giúp phục hồi da một cách tự nhiên. Sản phẩm đã được công nhận OCOP 4 sao của tỉnh Kon Tum."
Trà sâm lạc tiên DATO,3,Kon Tum,Trà sâm lạc tiên,"https://thaoduoctaynguyen.vn/, các kênh bán hàng truyền thống và thương mại điện tử","trà sâm lạc tiên, trà sâm lạc tiên DATO, OCOP Kon Tum, OCOP 3 sao, Thảo dược Tây Nguyên, đặc sản Kon Tum, lạc tiên",https://thaoduoctaynguyen.vn/,"Trà sâm lạc tiên DATO được làm từ các loại dược liệu quý như sâm dây, lạc tiên, tam thất, mang lại nhiều lợi ích cho sức khỏe; giúp người dùng ngủ ngon, ngủ sâu giấc. Sản phẩm đã được công nhận OCOP 3 sao của tỉnh Kon Tum vào tháng 10/2021."
Rượu vang mâm xôi Măng Đen PyLo,4,Kon Tum,Rượu vang,"https://pyloherb.com/, các kênh bán hàng truyền thống và thương mại điện tử","rượu vang mâm xôi, rượu vang mâm xôi Măng Đen PyLo, OCOP Kon Tum, OCOP 4 sao, đặc sản Kon Tum, mâm xôi, Măng Đen, PyLoHerb",https://pyloherb.com/,"Rượu vang mâm xôi Măng Đen PyLo được làm từ trái mâm xôi rừng nổi tiếng mang hương vị đặc trưng của núi rừng Măng Đen, kết hợp với hồng đẳng sâm. Sản phẩm đã được cấp chứng nhận OCOP 4 sao của tỉnh Kon Tum vào tháng 1/2023."
Cà-phê rang xay Dehavi Rowoa,4,Lâm Đồng,,"https://dehavi.com/, kênh bán hàng truyền thống, thương mại điện tử","Cà phê rang xay Dehavi Rowoa, OCOP Lâm Đồng, OCOP 4 sao, cà-phê Lâm Đồng, Dehavi Coffee, Cà-phê Hân Vinh, cà-phê Việt Nam, cà-phê",https://dehavi.com/,"Với sự kết hợp 90% Robusta Nam Ban và 10% Arabica Cầu Đất, Rowoa nhấn mạnh vào hương vị đậm đà, đặc trưng của Robusta hòa quyện cùng một chút vị nhẹ thanh của Arabica. Phù hợp với những người ưa thích sử dụng cà phê pha phin truyền thống đậm với hàm lượng caffeine cao. Làm việc với cường độ cao và các công việc cần nhiều sự tập trung. Sản phẩm được UBND tỉnh Lâm Đồng cấp giấy chứng nhận OCOP 4 sao năm 2023."
Rượu dâu tằm Huy Hoàng,4,Quảng Ninh,Rượu,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Rượu dâu tằm Huy Hoàng, OCOP Quảng Ninh, OCOP 4 sao",https://huyhoangproducts.vn/vi/san-pham/ruou-tra-hoa-vang-huy-hoang-chai-vuong,"Rượu dâu tằm Huy Hoàng được kết hợp giữa quả dâu tằm và rượu gạo nếp men lá cổ truyền, rượu dâu tằm không chỉ được biết đến là loại thức uống thơm - ngon có tác dụng giải nhiệt mà nó còn xem như vị thuốc quý, mang đến nhiều lợi ích cho sức khỏe cho mỗi chúng ta. Sản phẩm được UBND tỉnh Quảng Ninh cấp giấy chứng nhận OCOP 4 sao ngày 9/1/2023."
Rượu sâm cau Huy Hoàng,4,Quảng Ninh,Rượu,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","OCOP 4 sao, OCOP Quảng Ninh, rượu sâm cau, rượu sâm cau Huy Hoàng",https://huyhoangproducts.vn/vi/san-pham/ruou-tra-hoa-vang-huy-hoang-chai-vuong,"Sâm cau là loại thảo dược sống lâu năm, thường mọc hoang trên các đồi cỏ ven rừng núi của một số tỉnh ở miền bắc Việt Nam. Từ xưa, sâm cau đã được biết đến là một vị thuốc hay một vị thảo dược giúp điều trị sức khỏe sinh lực ở nam giới, đặc biệt là được ngâm thành rượu, một thức uống thơm ngon, bổ dưỡng, cải thiện sức khỏe. Sản phẩm được UBND tỉnh Quảng Ninh cấp giấy chứng nhận OCOP 4 sao ngày 9/1/2023."
Trà hoa vàng Vũ Gia,4,Ninh Bình,,"https://vgh.vn/, các kênh bán lẻ, kênh online...","Trà hoa vàng Vũ Gia, trà hoa vàng, OCOP Ninh Bình, OCOP 4 sao, Ninh Bình",https://vgh.vn/,"Trà hoa vàng Vũ Gia được được làm từ 100% hoa trà hoa vàng. Hoa được thu hái theo tiêu chuẩn và được chọn lọc kỹ trước khi sấy. Hoa trà được sấy bằng thiết bị sấy đông khô hiện đại của các nước G7 nên giữ nguyên được màu sắc, hình dáng, cấu trúc và phấn hoa và các thành phần giá trị của hoa. Sản phẩm được UBND tỉnh Ninh Bình cấp giấy chứng nhận OCOP 4 sao năm 2022."
Cải ngồng Chúc Sơn,3,TP. Hà Nội,Cải ngồng,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Cải ngồng Chúc Sơn, OCOP Hà Nội, OCOP 3 sao",,"Cải ngồng Chúc Sơn được sản xuất theo quy trình VietGap, sử dụng giống có nguồn gốc, có trong danh mục giống cây trồng được phép sản xuất, kinh doanh do Bộ Nông nghiệp và Phát triển nông thôn ban hành, không gây độc cho người. Sản phẩm UBND TP Hà Nội cấp giấy chứng nhận OCOP 3 sao năm 2022."
Đông trùng hạ thảo khô KOVI,4,TP. Hà Nội,Đông trùng hạ thảo,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Đông trùng hạ thảo khô KOVI, ocop 4 sao, OCOP Hà Nội, đông trùng hạ thảo",,"Đông trùng hạ thảo khô Kovi là sản phẩm được bào chế từ 100% đông trùng hạ thảo tươi (Cordyceps Militaris) nguyên con, sấy khô bằng công nghệ hiện đại. Sợi thảo tươi dài đẹp được lựa chọn khi thu hoạch, đem sấy khô bằng công nghệ sấy thăng hoa của Mỹ. Sản phẩm được UBND thành phố Hà Nội cấp giấy chứng nhận OCOP 4 sao năm 2022."
Mật ong sâm PyLo Queen,3,Kon Tum,Mật ong sâm,"https://pyloherb.com/, các kênh bán hàng truyền thống và trực tuyến","mật ong sâm PyLo, OCOP Kon Tum, OCOP3 sao, PyLoHerb, mật ong, Kon Tum, sâm Ngọc Linh, sâm đương quy",https://pyloherb.com/,"Mật ong sâm PyLo Queen - Hồng có thành phần chính từ mật ong tự nhiên nguyên chất và sâm đương quy, tốt cho sức khỏe. Sản phẩm đã được Ủy ban nhân dân tỉnh Kon Tum cấp chứng nhận OCOP 3 sao vào tháng 1/2023."
Chay nướng vị xá xíu,3,TP. Hà Nội,Chay nướng,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Chay nướng vị xá xíu, OCOP Hà Nội, OCOP 3 sao",,"Chay nướng vị xá xíu được làm từ đỗ tương không biến đổi gene, protein từ đậu nành, nước sạch, dầu ăn, muối biển, củ sả tươi, giềng tươi, hạt nêm từ rau củ quả, tiêu bắc nướng thủ công trên bếp than hoa. Sản phẩm đã được cấp chứng nhận OCOP 3 sao của UBND thành phố Hà Nội."
Mật ong sâm PyLo Gold,3,Kon Tum,Mật ong sâm,"https://pyloherb.com/, các kênh bán hàng truyền thống và trực tuyến","Mật ong sâm PyLo, OCOP Kon Tum, OCOP 3 sao, PyLoHerb, sâm Ngọc Linh, hồng đẳng sâm, mật ong, Kon Tum, đặc sản Kon Tum",https://pyloherb.com/,Mật ong sâm PyLo Gold - Vàng được kết hợp giữa hai vị thuốc quý từ núi rừng là mật ong tự nhiên và hồng đẳng sâm. Đây là sản phẩm tốt cho sức khỏe và đã được Ủy ban nhân dân tỉnh Kon Tum cấp chứng nhận OCOP 3 sao vào tháng 1/2023.
Hạt sen khô Phúc An Farm,3,Nghệ An,Hạt sen,"https://phucanfarm.com/, các kênh phân phối truyền thống và thương mại điện tử","hạt sen khô Phúc An, OCOP Nghệ An, OCOP 3 sao, hạt sen khô, đặc sản Nghệ An, hạt sen Nam Đàn, hạt sen, Phúc An Farm",https://phucanfarm.com/,"Hạt sen khô Phúc An farm được làm từ hạt sen của vùng đất Nam Đàn, Nghệ An, sử dụng công nghệ sấy khô hiện đại để giữ nguyên vị bùi bùi, ngọt thanh và thơm dịu vốn có của hạt sen xứ Nghệ. Sản phẩm đã được Ủy ban nhân dân thành phố Vinh công nhận OCOP 3 sao vào tháng 6/2024."
Hồng liên trà Phúc An Farm,3,Nghệ An,Trà hoa sen,"https://phucanfarm.com/, các kênh phân phối truyền thống và thương mại điện tử","Hồng liên trà Phúc An, OCOP Nghệ An, OCOP 3 sao, đặc sản Nghệ An, sen Nghệ An, Phúc An Farm, trà hoa sen",https://phucanfarm.com/,"Hồng liên trà Phúc An Farm được làm từ hoa sen tươi áp dụng công nghệ sấy lạnh để giữ nguyên màu sắc, hương vị. Qua đó, đem đến cho người dùng một trải nghiệm mới lạ cùng hương vị thanh trong độc đáo, với nguyên liệu duy nhất từ hoa sen. Sản phẩm đã được Ủy ban nhân dân thành phố Vinh (Nghệ An) công nhận OCOP 3 sao vào tháng 12/2023."
Trà hoa sen Phúc An farm,3,Nghệ An,Trà sen,"https://phucanfarm.com/, các kênh phân phối truyền thống và thương mại điện tử","trà hoa sen Phúc An Farm, OCOP Nghệ An, OCOP 3 sao, trà sen, sen Nghệ An, đặc sản Nghệ An, Phúc An Farm",https://phucanfarm.com/,"Trà sen Phúc An Farm được sản xuất từ những bông sen bách diệp chính vụ, là những bông sen chất lượng nhất, kết hợp cùng trà Tân Cương hảo hạng của Thái Nguyên. Sản phẩm đã được Ủy ban nhân dân thành phố Vinh (Nghệ An) cấp chứng nhận OCOP 3 sao vào cuối năm 2023."
